,location,bath,size_new,sqft
10091,Hosakerehalli,3.0,3,1795.0
10092,Gottigere,3.0,4,3000.0
10093,Sarjapur  Road,4.0,4,4395.0
10094,Electronic City,2.0,2,825.0
10095,Yelahanka,6.0,4,4025.0
10096,other,2.0,3,1254.0
10097,Ramagondanahalli,3.0,3,2040.0
10098,Thigalarapalya,4.0,3,2215.0
10099,Jalahalli,2.0,2,1478.0
10100,Malleshwaram,4.0,3,2475.0
10101,other,3.0,3,1669.0
10102,other,3.0,3,1820.0
10103,Horamavu Agara,3.0,3,1623.0
10104,Haralur Road,2.0,2,1243.0
10105,Electronic City,2.0,2,1200.0
10106,Gottigere,3.0,3,1613.0
10107,other,2.0,2,1293.0
10108,Hoskote,2.0,2,1065.0
10109,Kudlu Gate,2.0,2,940.0
10110,Sarjapur  Road,2.0,3,1181.0
10111,Malleshwaram,3.0,3,2215.0
10112,Marathahalli,2.0,1,1100.0
10113,other,2.0,2,1050.0
10114,Subramanyapura,2.0,3,1260.0
10115,Banashankari Stage II,3.0,5,2800.0
10116,other,3.0,3,1500.0
10118,other,2.0,2,1000.0
10119,Whitefield,3.0,3,1530.0
10120,HSR Layout,2.0,2,1140.0
10121,other,3.0,3,1864.0
10122,Sarjapur,3.0,3,1575.0
10123,Attibele,3.0,3,1200.0
10124,Raja Rajeshwari Nagar,2.0,2,945.0
10125,Sarjapur  Road,3.0,3,1691.0
10126,other,2.0,2,1200.0
10127,Electronic City Phase II,3.0,3,1220.0
10128,Kengeri,1.0,1,600.0
10129,Whitefield,2.0,2,1160.0
10130,other,2.0,3,1950.0
10131,Vittasandra,3.0,3,1650.0
10132,other,4.0,4,2400.0
10133,Abbigere,1.0,2,795.0
10136,Kalyan nagar,4.0,3,2285.0
10137,Haralur Road,2.0,2,1243.0
10138,other,2.0,2,1263.0
10140,Hennur,2.0,3,1345.0
10141,other,5.0,5,4400.0
10142,Electronic City,2.0,3,1360.0
10143,Sarjapur  Road,2.0,2,1026.0
10144,other,2.0,2,1050.0
10145,Uttarahalli,3.0,3,1460.0
10146,other,2.0,3,1525.0
10147,Kanakpura Road,3.0,3,1843.0
10148,Ananth Nagar,2.0,2,1000.0
10149,Koramangala,2.0,3,1642.0
10150,TC Palaya,2.0,3,1200.0
10151,other,2.0,2,975.0
10152,Bisuvanahalli,2.0,3,1075.0
10153,Panathur,2.0,2,1210.0
10154,other,3.0,3,2000.0
10155,Akshaya Nagar,2.0,2,1225.0
10156,Jakkur,2.0,2,1290.0
10157,other,2.0,2,1220.0
10158,other,2.0,1,1500.0
10159,Kaggadasapura,2.0,2,1361.0
10160,Frazer Town,4.0,5,2801.25
10161,1st Phase JP Nagar,2.0,2,1394.0
10162,Yelahanka,2.0,2,870.0
10163,other,5.0,4,5000.0
10164,Rajaji Nagar,2.0,2,1222.0
10165,Hebbal,2.0,2,1420.0
10166,Bellandur,3.0,3,1846.0
10167,Benson Town,2.0,2,1688.12
10168,Yeshwanthpur,2.0,2,1167.0
10169,Ananth Nagar,2.0,2,902.0
10170,Kannamangala,4.0,4,2422.0
10171,Rachenahalli,2.0,2,1050.0
10172,other,2.0,2,1000.0
10173,Kundalahalli,2.0,2,1260.0
10174,Banashankari Stage II,3.0,3,3000.0
10175,Jigani,2.0,2,939.0
10177,Jalahalli,1.0,1,600.0
10178,8th Phase JP Nagar,2.0,2,1298.0
10179,Marathahalli,3.0,3,1710.0
10180,Subramanyapura,2.0,2,1000.0
10181,Ramagondanahalli,3.0,3,3350.0
10182,other,4.0,2,1200.0
10183,other,2.0,2,1100.0
10184,Jalahalli,1.0,1,615.0
10185,Sarjapur  Road,2.0,2,1350.0
10186,Sultan Palaya,5.0,4,5000.0
10187,Cunningham Road,3.0,3,2700.0
10188,other,6.0,6,4000.0
10189,Hegde Nagar,3.0,3,1718.0
10190,7th Phase JP Nagar,3.0,3,1680.0
10191,Hulimavu,2.0,2,1500.0
10192,Sarjapur  Road,2.0,3,1157.0
10193,Akshaya Nagar,2.0,2,1179.0
10194,Hulimavu,2.0,2,1315.0
10195,other,2.0,2,1105.0
10196,Banashankari,3.0,3,1800.0
10197,Jalahalli East,2.0,2,1010.0
10198,Electronic City,1.0,1,630.0
10199,Anekal,2.0,2,1200.0
10200,Kaval Byrasandra,2.0,2,1025.0
10201,Hennur Road,2.0,2,1195.0
10202,Whitefield,2.0,2,1012.0
10203,Hegde Nagar,4.0,3,1884.0
10204,Sarjapura - Attibele Road,2.0,2,1090.0
10205,Kathriguppe,3.0,3,1300.0
10206,other,4.0,4,2950.0
10207,Harlur,3.0,3,1710.0
10208,Uttarahalli,3.0,3,1500.0
10209,Kodichikkanahalli,2.0,3,1310.0
10210,Dommasandra,1.0,2,674.0
10211,Hoodi,3.0,3,1350.0
10212,other,2.0,3,1464.0
10214,Electronic City,2.0,3,1400.0
10215,Electronic City Phase II,2.0,3,1625.0
10216,Electronic City,2.0,2,1065.0
10218,other,3.0,3,1385.0
10219,CV Raman Nagar,2.0,2,1040.0
10220,Haralur Road,3.0,3,1817.0
10221,other,2.0,2,1205.0
10222,other,2.0,2,1070.0
10223,other,2.0,2,1070.0
10224,Amruthahalli,2.0,2,1340.0
10225,Kalena Agrahara,2.0,2,980.0
10226,8th Phase JP Nagar,2.0,2,1006.0
10227,Thanisandra,2.0,2,1098.0
10228,Mico Layout,2.0,2,1200.0
10229,Thigalarapalya,4.0,4,4190.0
10230,Sarjapur  Road,2.0,2,1019.0
10231,Whitefield,2.0,2,1150.0
10232,Anekal,3.0,3,1733.5
10233,other,2.0,2,1415.0
10234,other,3.0,3,1750.0
10235,other,3.0,3,1537.0
10236,other,2.0,2,1050.0
10237,Kanakpura Road,3.0,3,1452.0
10238,Domlur,2.0,2,1246.0
10239,Yelahanka,4.0,3,1890.0
10240,Electronic City Phase II,2.0,2,972.0
10241,other,4.0,4,10624.0
10242,Brookefield,5.0,4,1500.0
10243,Electronic City,1.0,1,630.0
10245,other,2.0,3,1255.0
10246,Ramamurthy Nagar,4.0,4,1900.0
10247,Doddaballapur,3.0,3,2440.0
10248,Kanakpura Road,3.0,3,1938.0
10249,Bannerghatta Road,3.0,3,1711.0
10251,CV Raman Nagar,2.0,2,1392.0
10252,Haralur Road,2.0,2,1225.0
10253,Sarjapur  Road,3.0,4,3418.0
10254,Green Glen Layout,3.0,3,1750.0
10255,Subramanyapura,2.0,3,1260.0
10256,Sarjapur  Road,1.0,1,691.0
10257,BTM 2nd Stage,3.0,4,2400.0
10258,Haralur Road,2.0,2,1285.0
10259,Hebbal,3.0,3,1590.0
10260,9th Phase JP Nagar,3.0,3,1571.0
10261,Hebbal Kempapura,5.0,5,2800.0
10262,Garudachar Palya,2.0,2,1060.0
10263,Hennur,2.0,2,1255.0
10265,other,2.0,3,2400.0
10266,Bannerghatta Road,2.0,3,1520.0
10267,other,2.0,2,1170.0
10268,OMBR Layout,3.0,3,1580.0
10269,Ardendale,3.0,3,1777.26
10270,Raja Rajeshwari Nagar,2.0,2,1303.0
10271,Kodichikkanahalli,2.0,2,1680.0
10272,Whitefield,2.0,3,1495.0
10273,Yelahanka,3.0,3,1835.0
10275,other,2.0,2,1080.0
10276,Electronic City,2.0,2,1025.0
10277,Haralur Road,2.0,2,1225.0
10278,Balagere,1.0,1,656.0
10279,Sarjapur  Road,2.0,2,994.0
10280,other,2.0,2,1025.0
10281,Marathahalli,2.0,2,1156.0
10282,JP Nagar,2.0,2,1250.0
10283,Kundalahalli,4.0,4,3092.0
10284,Hegde Nagar,4.0,3,1930.0
10285,other,2.0,2,1020.0
10286,Kumaraswami Layout,2.0,3,1310.0
10287,Jalahalli,1.0,1,612.5
10288,Kanakpura Road,2.0,2,1322.0
10289,Kothanur,2.0,2,1160.0
10290,5th Block Hbr Layout,2.0,2,1100.0
10291,Lakshminarayana Pura,3.0,3,1720.0
10292,Hosur Road,3.0,3,1689.0
10293,Chikkalasandra,2.0,2,1090.0
10294,KR Puram,2.0,2,2000.0
10295,other,2.0,2,1155.0
10296,Vishveshwarya Layout,6.0,6,4000.0
10297,Sarjapur  Road,5.0,4,3913.0
10298,Hebbal,5.0,3,3520.0
10299,JP Nagar,2.0,2,1125.0
10300,Yelahanka,3.0,3,1847.0
10301,7th Phase JP Nagar,2.0,3,1515.0
10302,Raja Rajeshwari Nagar,7.0,8,3450.0
10303,Yelahanka,3.0,5,2500.0
10304,Sarjapur  Road,2.0,2,1130.0
10305,Bellandur,2.0,2,1049.0
10306,Amruthahalli,4.0,3,2650.0
10307,Varthur Road,2.0,2,850.0
10308,Badavala Nagar,3.0,3,1842.0
10309,other,5.0,5,2600.0
10310,Jakkur,2.0,2,1282.0
10311,Kalena Agrahara,2.0,2,800.0
10312,other,4.0,4,1200.0
10313,Chandapura,2.0,3,1190.0
10314,Magadi Road,2.0,3,1318.0
10315,Kanakpura Road,2.0,2,1698.0
10316,other,2.0,3,2030.0
10317,Kammasandra,2.0,3,1276.0
10318,other,2.0,3,1555.0
10319,Sarjapur  Road,3.0,3,1881.0
10320,other,3.0,3,2900.0
10321,Yelahanka,3.0,3,1890.0
10323,Old Madras Road,2.0,2,935.0
10324,Cox Town,2.0,2,1000.0
10325,Singasandra,3.0,3,1510.0
10326,Uttarahalli,2.0,2,1120.0
10327,Ananth Nagar,2.0,2,930.0
10328,Electronic City,2.0,3,1160.0
10329,Raja Rajeshwari Nagar,2.0,2,1419.0
10330,Talaghattapura,2.0,2,1175.0
10331,Bellandur,2.0,3,1350.0
10332,Malleshwaram,3.0,3,2215.0
10333,Attibele,2.0,2,996.0
10334,Anjanapura,2.0,2,1076.0
10335,other,4.0,4,2180.0
10336,Kasavanhalli,3.0,3,1715.0
10337,Hebbal,2.0,2,1072.0
10338,Panathur,2.0,2,1230.0
10339,Murugeshpalya,2.0,3,1600.0
10340,Thanisandra,3.0,3,1411.0
10341,Rayasandra,5.0,5,3600.0
10342,Jalahalli,3.0,3,2404.0
10343,Sahakara Nagar,4.0,4,1200.0
10344,Nagarbhavi,3.0,3,1200.0
10345,Doddathoguru,3.0,3,1208.0
10346,Yeshwanthpur,5.0,5,1700.0
10347,Haralur Road,2.0,2,1225.0
10348,Hebbal,2.0,2,1162.0
10349,Thanisandra,2.0,3,1262.0
10350,other,2.0,2,1050.0
10351,Electronic City Phase II,2.0,2,1160.0
10352,Channasandra,3.0,3,1500.0
10353,other,3.0,3,1610.0
10354,Whitefield,2.0,2,1340.0
10355,Sarjapur  Road,4.0,3,2275.0
10356,Budigere,2.0,2,1162.0
10357,other,2.0,2,1500.0
10358,other,3.0,4,3150.0
10359,Hosa Road,2.0,2,1170.0
10360,Sarjapur  Road,2.0,2,980.0
10361,Channasandra,3.0,3,1800.0
10362,Banashankari Stage VI,2.0,3,1423.0
10363,Kaggadasapura,2.0,2,1106.0
10364,Kereguddadahalli,2.0,2,1105.0
10365,Cunningham Road,6.0,4,7500.0
10366,other,2.0,2,1255.0
10367,Sarjapur  Road,2.0,3,1525.0
10368,Babusapalaya,2.0,2,1061.0
10369,other,2.0,2,600.0
10370,Electronic City Phase II,2.0,3,1400.0
10371,Domlur,3.0,3,2100.0
10372,Electronic City,1.0,2,660.0
10373,Kengeri,1.0,2,633.0
10374,Indira Nagar,2.0,2,1260.0
10375,ITPL,2.0,2,907.0
10376,Hennur Road,3.0,3,2047.0
10377,other,4.0,4,2597.0
10378,Bellandur,2.0,2,1211.0
10379,Hennur Road,3.0,3,1904.0
10380,Balagere,2.0,2,1205.0
10381,Yeshwanthpur,2.0,2,1164.0
10382,other,2.0,2,1410.0
10383,other,2.0,2,1150.0
10384,other,2.0,2,1170.0
10385,Hennur,2.0,2,1420.0
10386,Panathur,2.0,2,1125.0
10387,NRI Layout,3.0,3,1789.0
10388,Hulimavu,2.0,2,1021.0
10389,Ananth Nagar,2.0,2,1074.0
10390,Kalena Agrahara,2.0,2,1222.0
10391,Hennur Road,3.0,3,1981.0
10392,Yelachenahalli,2.0,2,1103.0
10393,other,2.0,2,1201.0
10394,Sarjapur  Road,2.0,2,970.0
10395,Sarjapur,2.0,2,920.0
10396,Yeshwanthpur,3.0,3,1520.0
10398,Sonnenahalli,2.0,3,1268.0
10399,other,1.0,1,660.0
10400,Harlur,3.0,3,1755.0
10401,Hoskote,2.0,2,945.0
10402,8th Phase JP Nagar,1.0,1,500.0
10403,Harlur,4.0,4,2820.0
10404,Bommenahalli,3.0,4,1632.0
10405,Rachenahalli,2.0,2,1167.0
10406,Domlur,2.0,2,1276.0
10407,Thanisandra,2.0,2,1234.0
10408,Lakshminarayana Pura,2.0,2,1180.0
10409,ISRO Layout,2.0,3,1370.0
10410,Chandapura,2.0,2,1015.0
10412,Electronic City,3.0,3,1400.0
10413,Whitefield,6.0,5,1500.0
10414,other,2.0,2,1050.0
10415,Ramagondanahalli,2.0,2,1251.0
10416,Yeshwanthpur,3.0,3,1677.0
10417,Sarjapur  Road,2.0,2,1346.0
10418,Electronic City Phase II,2.0,2,1090.0
10420,Kanakapura,2.0,3,1290.0
10421,Rajaji Nagar,7.0,5,7514.0
10422,Sarjapur  Road,3.0,3,1881.0
10423,Garudachar Palya,2.0,2,1150.0
10425,Sarjapur,3.0,3,2690.0
10426,Kanakpura Road,2.0,3,1200.0
10428,other,4.0,3,2735.0
10429,other,2.0,2,950.0
10430,Bommasandra Industrial Area,3.0,3,1491.0
10431,Ramamurthy Nagar,2.0,2,1050.0
10432,Hoodi,3.0,3,1660.0
10433,Nagavarapalya,2.0,2,1134.0
10434,Hebbal,2.0,2,1100.0
10436,Anekal,2.0,2,1200.0
10437,Nagarbhavi,4.0,4,1200.0
10438,other,3.0,3,980.0
10439,other,2.0,2,1080.0
10440,CV Raman Nagar,2.0,1,705.0
10441,other,2.0,3,1200.0
10442,Anandapura,2.0,2,1200.0
10443,Talaghattapura,3.0,3,1804.0
10444,other,2.0,2,750.0
10446,Malleshwaram,4.0,4,2800.0
10447,Battarahalli,2.0,2,1090.0
10448,R.T. Nagar,2.0,2,1500.0
10449,Electronic City,3.0,3,1287.0
10450,Thigalarapalya,4.0,3,2215.0
10451,Kadubeesanahalli,4.0,4,2800.0
10452,Sarjapur  Road,2.0,2,1045.0
10453,Hormavu,2.0,2,1263.0
10454,Whitefield,3.0,3,1431.0
10455,Dommasandra,2.0,2,999.0
10456,Vittasandra,3.0,3,1650.0
10457,other,3.0,3,1535.0
10458,Marathahalli,5.0,4,2524.0
10459,Kanakpura Road,3.0,3,1300.0
10461,7th Phase JP Nagar,3.0,3,2095.0
10463,Ananth Nagar,1.0,1,500.0
10464,other,2.0,2,1265.0
10465,Kudlu Gate,2.0,2,1215.0
10466,Yelahanka New Town,2.0,2,2200.0
10467,Electronics City Phase 1,2.0,2,1028.0
10468,Hegde Nagar,2.0,3,1835.0
10469,Munnekollal,3.0,3,1800.0
10470,1st Phase JP Nagar,3.0,3,2077.0
10471,Sarjapur  Road,3.0,4,2880.0
10473,Dasanapura,2.0,2,708.0
10474,Basavangudi,2.0,2,1200.0
10475,Hosakerehalli,2.0,2,925.0
10476,Bannerghatta Road,3.0,3,2826.0
10477,Kanakpura Road,1.0,1,458.0
10478,other,4.0,4,3500.0
10479,other,4.0,4,5400.0
10481,Amruthahalli,2.0,3,1450.0
10482,Kasavanhalli,2.0,2,1100.0
10483,Kadubeesanahalli,2.0,2,1185.0
10484,9th Phase JP Nagar,4.0,4,1900.0
10485,TC Palaya,2.0,2,1200.0
10486,other,1.0,1,660.0
10487,Ambedkar Nagar,4.0,3,1920.0
10488,Jalahalli,2.0,2,1200.0
10489,1st Phase JP Nagar,2.0,4,4550.0
10490,Bhoganhalli,2.0,2,1205.0
10491,Haralur Road,2.0,2,1200.0
10492,Akshaya Nagar,2.0,3,1421.0
10493,6th Phase JP Nagar,3.0,3,1250.0
10494,Whitefield,1.0,1,524.0
10495,HSR Layout,5.0,5,4200.0
10496,Thubarahalli,3.0,3,1540.0
10497,Sarjapur  Road,2.0,2,984.0
10498,Rachenahalli,2.0,2,985.0
10499,Whitefield,4.0,4,2830.0
10500,other,2.0,2,1140.0
10501,5th Block Hbr Layout,5.0,5,3600.0
10502,Begur Road,2.0,3,1410.0
10503,Raja Rajeshwari Nagar,2.0,3,1700.0
10504,Devanahalli,2.0,2,1360.0
10505,Electronic City,3.0,4,1800.0
10506,Dasarahalli,2.0,2,1333.0
10507,Electronic City,2.0,2,1258.0
10508,other,2.0,3,1458.0
10509,Electronic City,2.0,2,1386.0
10510,Electronic City Phase II,2.0,2,1140.0
10511,Electronic City,1.0,1,550.0
10512,Lakshminarayana Pura,2.0,2,1200.0
10513,other,2.0,2,1081.0
10514,Whitefield,3.0,4,2135.0
10515,Whitefield,4.0,4,2500.0
10516,other,2.0,2,1178.0
10517,Devarachikkanahalli,2.0,2,991.0
10518,Gottigere,2.0,3,1493.0
10519,Subramanyapura,3.0,3,2495.0
10520,Kammasandra,2.0,2,1080.0
10521,Dasanapura,2.0,2,814.0
10522,Electronic City,2.0,2,1025.0
10523,Bannerghatta Road,2.0,2,1115.0
10524,Whitefield,2.0,4,3075.0
10526,Whitefield,3.0,3,1760.0
10527,other,8.0,7,4000.0
10528,Marathahalli,4.0,4,3090.0
10529,other,4.0,4,2700.0
10530,other,2.0,2,1175.0
10531,Hebbal,5.0,4,4235.0
10532,KR Puram,2.0,2,1100.0
10534,Banashankari,2.0,2,1450.0
10535,6th Phase JP Nagar,3.0,3,1810.0
10536,other,2.0,3,1426.0
10537,Sector 7 HSR Layout,2.0,3,2400.0
10538,Kalyan nagar,2.0,2,1100.0
10539,Electronic City Phase II,1.0,1,650.0
10540,Old Madras Road,3.0,3,1350.0
10541,Kaikondrahalli,2.0,2,900.0
10542,Billekahalli,2.0,2,1360.0
10543,Yeshwanthpur,1.0,1,674.0
10544,Whitefield,3.0,3,1655.0
10545,other,2.0,2,1300.0
10546,other,1.0,1,936.0
10547,other,2.0,2,1277.0
10548,other,2.0,2,1200.0
10549,Hormavu,2.0,2,1015.0
10550,Budigere,2.0,2,1153.0
10551,Kengeri,2.0,2,1035.0
10552,KR Puram,3.0,5,3300.0
10553,Uttarahalli,2.0,2,1150.0
10554,Malleshwaram,2.0,2,1020.0
10555,Old Madras Road,6.0,4,3715.0
10556,8th Phase JP Nagar,2.0,2,1160.0
10557,Bisuvanahalli,2.0,3,1075.0
10558,Brookefield,2.0,2,1225.0
10559,Benson Town,5.0,4,5000.0
10560,other,2.0,2,1600.0
10561,Malleshwaram,1.0,2,600.0
10562,other,3.0,3,1350.0
10563,Kanakpura Road,3.0,3,1300.0
10564,Channasandra,2.0,2,830.0
10565,Hennur Road,2.0,2,1155.0
10566,Sarakki Nagar,5.0,4,3126.0
10567,Jalahalli,2.0,2,905.0
10568,Vijayanagar,2.0,3,1375.0
10569,Electronic City,2.0,2,1140.0
10570,Hormavu,2.0,3,1550.0
10571,Kannamangala,2.0,2,957.0
10572,9th Phase JP Nagar,2.0,2,890.0
10573,KR Puram,4.0,4,3000.0
10574,Electronic City,2.0,2,1070.0
10575,other,5.0,5,2400.0
10576,other,4.0,4,2400.0
10577,Rachenahalli,2.0,2,925.0
10578,Kammasandra,2.0,2,1415.0
10579,other,2.0,1,500.0
10580,Thanisandra,2.0,2,1225.0
10581,Hennur Road,4.0,4,2000.0
10582,Whitefield,1.0,1,840.0
10584,Thanisandra,3.0,3,1732.0
10585,Parappana Agrahara,1.0,1,1200.0
10586,Bhoganhalli,2.0,2,1260.0
10587,other,2.0,2,1092.0
10588,other,2.0,2,827.0
10589,Horamavu Banaswadi,2.0,2,1357.0
10590,Chamrajpet,1.0,2,650.0
10591,7th Phase JP Nagar,2.0,3,1370.0
10592,Whitefield,3.0,3,1725.0
10593,Jalahalli,2.0,2,1000.0
10594,TC Palaya,1.0,1,1350.0
10595,7th Phase JP Nagar,4.0,4,3200.0
10596,Bellandur,3.0,3,1717.0
10597,Kanakpura Road,2.0,2,700.0
10598,other,2.0,2,800.0
10599,Rajaji Nagar,4.0,3,2367.0
10600,Sonnenahalli,2.0,3,1415.0
10601,7th Phase JP Nagar,3.0,3,1976.0
10602,Kambipura,2.0,2,883.0
10603,Yelahanka,1.0,1,700.0
10604,Sarjapur,3.0,3,1445.0
10605,Battarahalli,3.0,3,2082.0
10606,HSR Layout,2.0,2,1140.0
10607,Thanisandra,2.0,2,933.0
10609,Electronic City Phase II,2.0,2,1155.0
10610,Whitefield,2.0,2,1130.0
10611,Bannerghatta,2.0,2,1200.0
10612,other,2.0,2,1055.0
10613,Rajaji Nagar,3.0,3,1555.0
10614,Bellandur,3.0,3,1420.0
10615,other,3.0,3,2214.0
10616,Devanahalli,1.0,1,658.0
10617,Bhoganhalli,2.0,2,896.9
10618,Giri Nagar,3.0,4,4000.0
10619,KR Puram,2.0,2,1035.0
10620,Whitefield,5.0,4,2064.0
10621,other,3.0,3,1839.0
10622,Begur Road,2.0,2,1200.0
10623,Yelahanka New Town,1.0,1,488.0
10624,Banashankari Stage II,2.0,3,1200.0
10625,other,5.0,5,2760.0
10626,other,2.0,2,993.0
10627,Hoodi,2.0,2,1225.0
10628,TC Palaya,2.0,2,900.0
10630,Sompura,2.0,2,825.0
10631,Bellandur,4.0,4,3596.0
10633,Electronic City Phase II,3.0,3,1800.0
10634,other,2.0,2,925.0
10635,Kanakpura Road,2.0,2,1167.0
10636,Sarjapur,2.0,2,1150.0
10637,other,1.0,1,650.0
10638,Sarjapur  Road,1.0,1,675.0
10639,other,3.0,2,2260.0
10640,other,1.0,1,720.0
10641,Whitefield,4.0,3,4800.0
10642,Yelahanka New Town,2.0,2,1100.0
10644,Uttarahalli,2.0,3,1330.0
10645,Koramangala,2.0,2,1320.0
10646,Ulsoor,4.0,3,1685.0
10647,other,5.0,6,2400.0
10648,Banashankari,3.0,3,1770.0
10649,Prithvi Layout,3.0,3,2100.0
10650,Pai Layout,2.0,2,1000.0
10652,Ramamurthy Nagar,5.0,4,2916.0
10653,Kanakpura Road,2.0,3,1419.59
10654,Kodihalli,3.0,3,1400.0
10655,Horamavu Agara,2.0,2,750.0
10656,Bannerghatta,2.0,2,1070.0
10657,Kannamangala,3.0,3,1536.0
10658,Koramangala,3.0,3,1710.0
10659,JP Nagar,3.0,3,2400.0
10660,Electronic City,2.0,2,1342.0
10661,other,3.0,3,1600.0
10662,Kanakapura,1.0,1,938.0
10663,Budigere,3.0,3,1820.0
10664,Bhoganhalli,4.0,4,2439.0
10665,Kanakpura Road,3.0,3,1665.0
10666,Basavangudi,3.0,3,1850.0
10667,Bommanahalli,2.0,2,1091.0
10668,Sarjapur  Road,2.0,2,1346.0
10669,Rajaji Nagar,3.0,3,1720.0
10670,Brookefield,4.0,4,3675.0
10671,JP Nagar,2.0,2,1060.0
10672,Whitefield,2.0,2,1059.0
10673,Hebbal,2.0,2,1299.0
10674,Yelahanka,3.0,3,1491.0
10675,Basaveshwara Nagar,2.0,2,1200.0
10676,Yelahanka,5.0,4,2088.0
10677,Hulimavu,1.0,1,581.0
10678,other,2.0,2,1296.0
10679,other,2.0,2,1125.0
10680,Electronic City,3.0,3,1275.0
10681,Kothanur,2.0,2,1095.0
10682,Sarjapur  Road,4.0,5,10000.0
10683,Old Madras Road,2.0,2,1330.0
10684,Marathahalli,2.0,2,1135.0
10685,Whitefield,1.0,1,516.0
10686,other,2.0,2,1194.0
10687,Banaswadi,5.0,5,2250.0
10688,Electronic City,1.0,2,770.0
10689,Sarjapur  Road,5.0,4,3930.0
10690,Chikkalasandra,3.0,3,1355.0
10691,Abbigere,8.0,8,3000.0
10692,Harlur,4.0,4,2569.0
10693,Hebbal,4.0,4,3758.0
10694,Whitefield,2.0,2,1116.0
10695,Bhoganhalli,3.0,3,1707.0
10697,Sultan Palaya,2.0,2,1070.0
10698,Whitefield,4.0,4,6000.0
10699,Tumkur Road,2.0,3,1240.0
10700,JP Nagar,2.0,2,1300.0
10701,Ambalipura,2.0,2,1700.0
10702,Yeshwanthpur,2.0,3,1383.0
10703,other,4.0,5,3000.0
10704,Electronic City,2.0,2,1200.0
10705,Hulimavu,2.0,2,935.0
10706,Thigalarapalya,4.0,3,2072.0
10707,other,3.0,4,2200.0
10708,Jalahalli,1.0,1,615.0
10709,KR Puram,2.0,2,1116.0
10710,Whitefield,3.0,3,1639.0
10711,Marathahalli,3.0,3,1839.0
10712,other,2.0,2,1300.0
10713,Horamavu Agara,1.0,1,625.0
10714,Thanisandra,1.0,1,933.0
10715,Hosur Road,3.0,3,2289.0
10716,Ramamurthy Nagar,3.0,3,2316.0
10717,Electronic City,2.0,2,1005.0
10718,Horamavu Agara,2.0,2,1080.0
10720,Vishwapriya Layout,2.0,2,910.0
10721,Hormavu,2.0,2,1200.0
10722,Electronic City,2.0,2,1110.0
10723,Kothanur,2.0,2,1142.0
10724,2nd Stage Nagarbhavi,4.0,5,4000.0
10725,Hormavu,3.0,3,1800.0
10726,AECS Layout,2.0,2,1005.0
10727,other,3.0,3,1626.6
10728,Kothanur,2.0,2,1074.0
10729,Basavangudi,2.0,2,1230.0
10730,Electronic City,1.0,2,660.0
10731,other,2.0,2,1007.0
10733,Whitefield,3.0,3,1820.0
10734,other,2.0,2,1100.0
10735,other,2.0,2,1348.0
10736,Kasavanhalli,2.0,2,1230.0
10737,Horamavu Agara,2.0,3,1176.0
10738,Uttarahalli,3.0,3,1590.0
10739,Frazer Town,2.0,2,1200.0
10740,other,2.0,2,1298.0
10741,Hosa Road,2.0,2,1161.0
10742,other,4.0,4,1350.0
10744,Kothanur,2.0,2,1285.0
10745,Electronic City,3.0,3,1644.0
10746,Kasavanhalli,3.0,3,1819.0
10747,1st Phase JP Nagar,2.0,2,1205.0
10748,Basavangudi,3.0,3,2350.0
10749,Uttarahalli,2.0,2,1050.0
10750,Raja Rajeshwari Nagar,2.0,2,1270.0
10751,9th Phase JP Nagar,2.0,3,1240.0
10752,Jigani,3.0,3,1221.0
10754,Kanakpura Road,2.0,2,1339.0
10755,Thigalarapalya,5.0,4,4303.0
10756,Haralur Road,2.0,2,1315.0
10757,Raja Rajeshwari Nagar,2.0,2,1250.0
10758,Bisuvanahalli,2.0,2,850.0
10759,7th Phase JP Nagar,2.0,3,1600.0
10760,Electronic City,2.0,2,1250.0
10761,other,2.0,3,1312.0
10762,Kadugodi,4.0,4,3000.0
10763,Electronic City Phase II,2.0,2,1300.0
10764,Whitefield,3.0,3,1990.0
10765,other,2.0,2,760.0
10766,Ambedkar Nagar,4.0,4,5000.0
10767,Kadugodi,2.0,3,1614.0
10768,Judicial Layout,3.0,4,1500.0
10769,other,2.0,3,1182.0
10770,other,2.0,2,1053.0
10771,6th Phase JP Nagar,1.0,1,750.0
10772,Gubbalala,3.0,3,2000.0
10773,Electronic City Phase II,4.0,3,1940.0
10774,Hennur Road,3.0,3,1590.0
10775,other,2.0,2,1035.0
10776,Kothanur,2.0,2,1075.0
10777,TC Palaya,2.0,2,900.0
10778,Raja Rajeshwari Nagar,2.0,3,1260.0
10780,Thanisandra,3.0,3,1702.0
10781,Bisuvanahalli,2.0,3,1080.0
10782,Kasavanhalli,2.0,2,1189.0
10783,Tumkur Road,2.0,2,1035.0
10784,Hennur Road,2.0,2,1200.0
10785,Mahalakshmi Layout,6.0,8,4482.0
10786,other,3.0,3,1200.0
10787,Kanakpura Road,3.0,3,1300.0
10788,Yelahanka,2.0,2,1330.0
10789,Kaggalipura,2.0,3,1210.0
10790,Chikkalasandra,2.0,3,1350.0
10791,Kaval Byrasandra,2.0,3,1900.0
10792,Ambedkar Nagar,4.0,3,1935.0
10793,other,3.0,3,1410.0
10794,Narayanapura,2.0,2,1469.0
10795,Varthur,2.0,2,986.0
10796,other,2.0,3,1460.0
10797,other,2.0,3,1260.0
10798,Chandapura,2.0,3,1345.0
10799,Panathur,2.0,2,980.0
